game_id,white,black,white_elo,black_elo,chess_fen,move_made
1,sansh23208,EulerE,693,908,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4
1,sansh23208,EulerE,693,908,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d7d5
1,sansh23208,EulerE,693,908,rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,c1f4
1,sansh23208,EulerE,693,908,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,g8f6
1,sansh23208,EulerE,693,908,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,g1f3
1,sansh23208,EulerE,693,908,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,b8c6
1,sansh23208,EulerE,693,908,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/5N2/PPPNPPPP/R2QKB1R b KQkq - 5 4,b1d2
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/5N2/PPPNPPPP/R2QKB1R w KQkq - 6 5,c8f5
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 5,e2e3
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pppp/5n2/3p1b2/1n1P1B2/4PN2/PPPN1PPP/R2QKB1R w KQkq - 1 6,c6b4
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pppp/5n2/3p1b2/1n1P1B2/4PN2/PPPN1PPP/2RQKB1R b Kkq - 2 6,a1c1
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/5np1/3p1b2/1n1P1B2/4PN2/PPPN1PPP/2RQKB1R w Kkq - 0 7,g7g6
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/5np1/3p1b2/1n1P1B2/2P1PN2/PP1N1PPP/2RQKB1R b Kkq - 0 7,c2c3
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n2np1/3p1b2/3P1B2/2P1PN2/PP1N1PPP/2RQKB1R w Kkq - 1 8,b4c6
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n2np1/3p1b2/3P1B2/2P1PN2/PP1NBPPP/2RQK2R b Kkq - 2 8,f1e2
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n3p1/3p1b2/3PnB2/2P1PN2/PP1NBPPP/2RQK2R w Kkq - 3 9,f6e4
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n3p1/3p1b2/3PNB2/2P1PN2/PP2BPPP/2RQK2R b Kkq - 0 9,d2e4
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n3p1/3p4/3PbB2/2P1PN2/PP2BPPP/2RQK2R w Kkq - 0 10,f5e4
1,sansh23208,EulerE,693,908,r2qkb1r/ppp1pp1p/2n3p1/3p4/3PbB2/2P1PN2/PP2BPPP/2RQ1RK1 b kq - 1 10,e1g1
1,sansh23208,EulerE,693,908,r2qk2r/ppp1ppbp/2n3p1/3p4/3PbB2/2P1PN2/PP2BPPP/2RQ1RK1 w kq - 2 11,f8g7
1,sansh23208,EulerE,693,908,r2qk2r/ppp1ppbp/2n3p1/3p4/3PbB2/2PBPN2/PP3PPP/2RQ1RK1 b kq - 3 11,e2d3
1,sansh23208,EulerE,693,908,r2qk2r/ppp1ppbp/2n3p1/3p4/3P1B2/2PBPb2/PP3PPP/2RQ1RK1 w kq - 0 12,e4f3
1,sansh23208,EulerE,693,908,r2qk2r/ppp1ppbp/2n3p1/3p4/3P1B2/2PBPQ2/PP3PPP/2R2RK1 b kq - 0 12,d1f3
1,sansh23208,EulerE,693,908,r2q1rk1/ppp1ppbp/2n3p1/3p4/3P1B2/2PBPQ2/PP3PPP/2R2RK1 w - - 1 13,e8g8
1,sansh23208,EulerE,693,908,r2q1rk1/ppp1ppbp/2n3p1/3p4/2PP1B2/3BPQ2/PP3PPP/2R2RK1 b - - 0 13,c3c4
1,sansh23208,EulerE,693,908,r2q1rk1/ppp2pbp/2n3p1/3pp3/2PP1B2/3BPQ2/PP3PPP/2R2RK1 w - - 0 14,e7e5
1,sansh23208,EulerE,693,908,r2q1rk1/ppp2pbp/2n3p1/3Qp3/2PP1B2/3BP3/PP3PPP/2R2RK1 b - - 0 14,f3d5
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/2n3p1/3qp3/2PP1B2/3BP3/PP3PPP/2R2RK1 w - - 0 15,d8d5
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/2n3p1/3Pp3/3P1B2/3BP3/PP3PPP/2R2RK1 b - - 0 15,c4d5
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/6p1/3Pp3/1n1P1B2/3BP3/PP3PPP/2R2RK1 w - - 1 16,c6b4
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/6p1/3Pp3/1nBP1B2/4P3/PP3PPP/2R2RK1 b - - 2 16,d3c4
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/6p1/3P4/1nBP1p2/4P3/PP3PPP/2R2RK1 w - - 0 17,e5f4
1,sansh23208,EulerE,693,908,r4rk1/ppp2pbp/6p1/3P4/1nBP1P2/8/PP3PPP/2R2RK1 b - - 0 17,e3f4
1,sansh23208,EulerE,693,908,3r1rk1/ppp2pbp/6p1/3P4/1nBP1P2/8/PP3PPP/2R2RK1 w - - 1 18,a8d8
1,sansh23208,EulerE,693,908,3r1rk1/ppp2pbp/6p1/3P4/1nBP1P2/8/PP3PPP/2RR2K1 b - - 2 18,f1d1
1,sansh23208,EulerE,693,908,3r1rk1/ppp2pbp/6p1/3n4/2BP1P2/8/PP3PPP/2RR2K1 w - - 0 19,b4d5
1,sansh23208,EulerE,693,908,3r1rk1/ppp2pbp/6p1/3B4/3P1P2/8/PP3PPP/2RR2K1 b - - 0 19,c4d5
1,sansh23208,EulerE,693,908,5rk1/ppp2pbp/6p1/3r4/3P1P2/8/PP3PPP/2RR2K1 w - - 0 20,d8d5
1,sansh23208,EulerE,693,908,5rk1/ppR2pbp/6p1/3r4/3P1P2/8/PP3PPP/3R2K1 b - - 0 20,c1c7
1,sansh23208,EulerE,693,908,5rk1/ppR2pbp/6p1/8/3r1P2/8/PP3PPP/3R2K1 w - - 0 21,d5d4
1,sansh23208,EulerE,693,908,5rk1/ppR2pbp/6p1/8/3R1P2/8/PP3PPP/6K1 b - - 0 21,d1d4
1,sansh23208,EulerE,693,908,5rk1/ppR2p1p/6p1/8/3b1P2/8/PP3PPP/6K1 w - - 0 22,g7d4
1,sansh23208,EulerE,693,908,5rk1/pR3p1p/6p1/8/3b1P2/8/PP3PPP/6K1 b - - 0 22,c7b7
1,sansh23208,EulerE,693,908,4r1k1/pR3p1p/6p1/8/3b1P2/8/PP3PPP/6K1 w - - 1 23,f8e8
1,sansh23208,EulerE,693,908,4r1k1/pR3p1p/6p1/8/3b1P1P/8/PP3PP1/6K1 b - - 0 23,h2h4
1,sansh23208,EulerE,693,908,6k1/pR3p1p/6p1/8/3b1P1P/8/PP2rPP1/6K1 w - - 1 24,e8e2
