game_id,white,black,white_elo,black_elo,chess_fen,move_made
1,ahmedfahmy791,EulerE,1080,1117,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4
1,ahmedfahmy791,EulerE,1080,1117,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5
1,ahmedfahmy791,EulerE,1080,1117,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b8c6
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,d2d4
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,e5d4
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,f3d4
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/8/8/3nP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,c6d4
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,d1d4
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/ppp2ppp/3p4/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 0 6,d7d6
1,ahmedfahmy791,EulerE,1080,1117,r1bqkbnr/ppp2ppp/3p4/4P3/3Q4/8/PPP2PPP/RNB1KB1R b KQkq - 0 6,e4e5
1,ahmedfahmy791,EulerE,1080,1117,r2qkbnr/ppp2ppp/3pb3/4P3/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 7,c8e6
1,ahmedfahmy791,EulerE,1080,1117,r2qkbnr/ppp2ppp/3Pb3/8/3Q4/8/PPP2PPP/RNB1KB1R b KQkq - 0 7,e5d6
1,ahmedfahmy791,EulerE,1080,1117,r3kbnr/ppp2ppp/3qb3/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 0 8,d8d6
1,ahmedfahmy791,EulerE,1080,1117,r3kbnr/ppp2ppp/3Qb3/8/8/8/PPP2PPP/RNB1KB1R b KQkq - 0 8,d4d6
1,ahmedfahmy791,EulerE,1080,1117,r3k1nr/ppp2ppp/3bb3/8/8/8/PPP2PPP/RNB1KB1R w KQkq - 0 9,f8d6
1,ahmedfahmy791,EulerE,1080,1117,r3k1nr/ppp2ppp/3bb3/8/8/8/PPPB1PPP/RN2KB1R b KQkq - 1 9,c1d2
1,ahmedfahmy791,EulerE,1080,1117,2kr2nr/ppp2ppp/3bb3/8/8/8/PPPB1PPP/RN2KB1R w KQ - 2 10,e8c8
1,ahmedfahmy791,EulerE,1080,1117,2kr2nr/ppp2ppp/3bb3/8/8/2B5/PPP2PPP/RN2KB1R b KQ - 3 10,d2c3
1,ahmedfahmy791,EulerE,1080,1117,2kr2nr/ppp3pp/3bbp2/8/8/2B5/PPP2PPP/RN2KB1R w KQ - 0 11,f7f6
1,ahmedfahmy791,EulerE,1080,1117,2kr2nr/ppp3pp/3bbp2/8/8/2B5/PPPN1PPP/R3KB1R b KQ - 1 11,b1d2
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/ppp1n1pp/3bbp2/8/8/2B5/PPPN1PPP/R3KB1R w KQ - 2 12,g8e7
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/ppp1n1pp/3bbp2/8/8/2B5/PPPN1PPP/2KR1B1R b - - 3 12,e1c1
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/ppp3pp/3bbp2/3n4/8/2B5/PPPN1PPP/2KR1B1R w - - 4 13,e7d5
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/ppp3pp/3bbp2/3n4/3B4/8/PPPN1PPP/2KR1B1R b - - 5 13,c3d4
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3bbp2/2pn4/3B4/8/PPPN1PPP/2KR1B1R w - - 0 14,c7c5
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3bbp2/2pn4/8/4B3/PPPN1PPP/2KR1B1R b - - 1 14,d4e3
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3bbp2/2p5/8/4n3/PPPN1PPP/2KR1B1R w - - 0 15,d5e3
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3bbp2/2p5/8/4P3/PPPN2PP/2KR1B1R b - - 0 15,f2e3
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3b1p2/2p5/8/4P3/bPPN2PP/2KR1B1R w - - 0 16,e6a2
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/3b1p2/2p5/8/1P2P3/b1PN2PP/2KR1B1R b - - 0 16,b2b3
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/5p2/2p1b3/8/1P2P3/b1PN2PP/2KR1B1R w - - 1 17,d6e5
1,ahmedfahmy791,EulerE,1080,1117,2kr3r/pp4pp/5p2/2p1b3/4N3/1P2P3/b1P3PP/2KR1B1R b - - 2 17,d2e4
1,ahmedfahmy791,EulerE,1080,1117,2k4r/pp4pp/5p2/2p1b3/4N3/1P2P3/b1P3PP/2Kr1B1R w - - 0 18,d8d1
1,ahmedfahmy791,EulerE,1080,1117,2k4r/pp4pp/5p2/2p1b3/4N3/1P2P3/b1P3PP/3K1B1R b - - 0 18,c1d1
1,ahmedfahmy791,EulerE,1080,1117,2kr4/pp4pp/5p2/2p1b3/4N3/1P2P3/b1P3PP/3K1B1R w - - 1 19,h8d8
1,ahmedfahmy791,EulerE,1080,1117,2kr4/pp4pp/5p2/2p1b3/4N3/1P2P3/b1P3PP/2K2B1R b - - 2 19,d1c1
1,ahmedfahmy791,EulerE,1080,1117,2kr4/p5pp/1p3p2/2p1b3/4N3/1P2P3/b1P3PP/2K2B1R w - - 0 20,b7b6
1,ahmedfahmy791,EulerE,1080,1117,2kr4/p5pp/Bp3p2/2p1b3/4N3/1P2P3/b1P3PP/2K4R b - - 1 20,f1a6
1,ahmedfahmy791,EulerE,1080,1117,1k1r4/p5pp/Bp3p2/2p1b3/4N3/1P2P3/b1P3PP/2K4R w - - 2 21,c8b8
1,ahmedfahmy791,EulerE,1080,1117,1k1r4/p5pp/Bp3p2/2p1b3/4N3/1P2P3/b1P3PP/2KR4 b - - 3 21,h1d1
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p1b3/4N3/1P2P3/b1P3PP/2Kr4 w - - 0 22,d8d1
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p1b3/4N3/1P2P3/b1P3PP/3K4 b - - 0 22,c1d1
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p5/4N3/1P2P3/b1P3Pb/3K4 w - - 0 23,e5h2
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p5/8/1PN1P3/b1P3Pb/3K4 b - - 1 23,e4c3
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p5/8/1bN1P3/2P3Pb/3K4 w - - 0 24,a2b3
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/2p5/8/1PN1P3/6Pb/3K4 b - - 0 24,c2b3
1,ahmedfahmy791,EulerE,1080,1117,8/p1k3pp/Bp3p2/2p5/8/1PN1P3/6Pb/3K4 w - - 1 25,b8c7
1,ahmedfahmy791,EulerE,1080,1117,8/p1k3pp/Bp3p2/1Np5/8/1P2P3/6Pb/3K4 b - - 2 25,c3b5
1,ahmedfahmy791,EulerE,1080,1117,1k6/p5pp/Bp3p2/1Np5/8/1P2P3/6Pb/3K4 w - - 3 26,c7b8
2,EulerE,ninzmrqz,1123,997,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d2d4
2,EulerE,ninzmrqz,1123,997,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d7d5
2,EulerE,ninzmrqz,1123,997,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,c2c4
2,EulerE,ninzmrqz,1123,997,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,g8f6
2,EulerE,ninzmrqz,1123,997,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,b1c3
2,EulerE,ninzmrqz,1123,997,rn1qkb1r/ppp1pppp/4bn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 3 4,c8e6
2,EulerE,ninzmrqz,1123,997,rn1qkb1r/ppp1pppp/4bn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq - 4 4,c1f4
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1pppp/2n1bn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 5 5,b8c6
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1pppp/2n1bn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 6 5,g1f3
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1ppp1/2n1bn1p/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,h7h6
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1ppp1/2n1bn1p/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 6,e2e3
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1pp2/2n1bn1p/3p2p1/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 7,g7g5
2,EulerE,ninzmrqz,1123,997,r2qkb1r/ppp1pp2/2n1bn1p/3pB1p1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 1 7,f4e5
2,EulerE,ninzmrqz,1123,997,r2qk2r/ppp1ppb1/2n1bn1p/3pB1p1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 2 8,f8g7
2,EulerE,ninzmrqz,1123,997,r2qk2r/ppp1ppb1/2n1bn1p/3PB1p1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 8,c4d5
2,EulerE,ninzmrqz,1123,997,r3k2r/ppp1ppb1/2n1bn1p/3qB1p1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq - 0 9,d8d5
2,EulerE,ninzmrqz,1123,997,r3k2r/ppp1ppb1/2n1bn1p/3NB1p1/3P4/4PN2/PP3PPP/R2QKB1R b KQkq - 0 9,c3d5
3,MASTERnen,EulerE,1085,1113,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e2e4
3,MASTERnen,EulerE,1085,1113,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e7e5
3,MASTERnen,EulerE,1085,1113,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g1f3
3,MASTERnen,EulerE,1085,1113,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b8c6
3,MASTERnen,EulerE,1085,1113,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,c2c3
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/pppp1ppp/2n5/2b1p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,f8c5
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 2 4,f1b5
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,d7d6
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1Bb1p3/3PP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5,d2d4
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1Bb5/3pP3/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 6,e5d4
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1Bb5/3PP3/5N2/PP3PPP/RNBQK2R b KQkq - 0 6,c3d4
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1B6/1b1PP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 7,c5b4
3,MASTERnen,EulerE,1085,1113,r1bqk1nr/ppp2ppp/2np4/1B6/1b1PP3/2N2N2/PP3PPP/R1BQK2R b KQkq - 2 7,b1c3
3,MASTERnen,EulerE,1085,1113,r2qk1nr/pppb1ppp/2np4/1B6/1b1PP3/2N2N2/PP3PPP/R1BQK2R w KQkq - 3 8,c8d7
3,MASTERnen,EulerE,1085,1113,r2qk1nr/pppb1ppp/2np4/1B1P4/1b2P3/2N2N2/PP3PPP/R1BQK2R b KQkq - 0 8,d4d5
3,MASTERnen,EulerE,1085,1113,r2qk1nr/pppb1ppp/3p4/1B1Pn3/1b2P3/2N2N2/PP3PPP/R1BQK2R w KQkq - 1 9,c6e5
3,MASTERnen,EulerE,1085,1113,r2qk1nr/pppB1ppp/3p4/3Pn3/1b2P3/2N2N2/PP3PPP/R1BQK2R b KQkq - 0 9,b5d7
